Hospital Name,AT&T,FirstNet
Dignity Health Rehabilitation Hospital,18,0
Henderson Hospital,23,0
Orthopedic Specialty Hospital of Nevada,6,0
PAM Rehabilitation Hospital of Centennial Hills,0,0
Desert Winds Hospital,38,0
Dignity St. Rose ‐ Craig Ranch,0,0
Battle Mountain General Hospital,1,0
North Vista Hospital,17,0
Desert Parkway Behavioral Healthcare Hospital,44,0
Reno Behavioral Healthcare Hospital,0,0
PeaceHealth St. Joseph Medical Center,5,0
St. Anne Hospital,8,0
Providence Regional Medical Center Everett,10,0
Harbor Regional Health,3,0
Providence Swedish First Hill,160,0
VA Puget Sound Healthcare System - Seattle,19,0
Navos,19,0
Fred Hutchinson Cancer Center,158,0
Confluence Health/Wenatchee Valley Hospital,23,0
Legacy Salmon Creek Medical Center,7,0
St. Anthony Hospital WA,4,0
Island Health,3,0
Cascade Valley Hospital,0,0
MultiCare Auburn Medical Center,15,0
Overlake Medical Center and Clinics,93,0
St. Michael Medical Center,2,0
Naval Hospital Bremerton,6,0
Three Rivers Hospital,0,0
Providence Centralia Hospital,2,0
Lake Chelan Health,1,0
Providence St. Joseph's Hospital,1,0
Tri-State Memorial Hospital,1,0
Whitman Hospital and Medical Center,0,0
Providence Mount Carmel Hospital,5,0
WhidbeyHealth,6,0
Lincoln Hospital,0,0
Columbia County Health System,0,0
Kittitas Valley Healthcare,2,0
St. Elizabeth Hospital WA,1,0
Columbia Basin Hospital,0,0
Coulee Medical Center,2,0
Forks Community Hospital,1,0
Western State Hospital WA,3,0
Klickitat Valley Health,0,0
Ocean Beach Hospital and Medical Clinics,1,0
Trios Health,14,0
Fairfax Behavioral Health,12,0
EvergreenHealth,33,0
PeaceHealth St. John Medical Center,4,0
Summit Pacific Medical Center,3,0
Kindred Hospital Seattle-First Hill,257,0
Eastern State Hospital WA,12,0
EvergreenHealth Monroe,7,0
PeaceHealth Peace Island Medical Center,0,0
Samaritan Healthcare,9,0
Inland Northwest Behavioral Health,41,0
Wellfound Behavioral Health Hospital,21,0
Multicare Covington Medical Center,8,0
Skagit Valley Hospital,1,0
Rainier Springs Hospital,9,0
Smokey Point Behavioral Hospital,2,0
Newport Hospital and Health Services,1,0
Odessa Memorial Healthcare Center,2,0
Providence St. Peter Hospital,2,0
Mid-Valley Hospital and Clinics,2,0
Othello Community Hospital,2,0
Lourdes Health,4,0
Multicare Capital Medical Center,5,0
Garfield County Public Hospital District,3,0
Olympic Medical Center,6,0
Jefferson Healthcare,5,0
Prosser Memorial Health,1,0
Pullman Regional Hospital,7,0
MultiCare Good Samaritan Hospital,43,0
Quincy Valley Medical Center,5,0
Lourdes Counseling Center,17,0
UW Medicine/Valley Medical Center,40,0
Ferry County Memorial Hospital,2,0
Kadlec Regional Medical Center,16,0
East Adams Rural Healthcare,2,0
Seattle Children's Hospital,12,0
UW Medicine/Harborview Medical Center,184,0
Snoqualmie Valley Hospital District,11,0
Providence Swedish Cherry Hill,42,0
UW Medicine/University of Washington Medical Center,68,0
Virginia Mason Medical Center,258,0
Providence Swedish Edmonds,13,0
PeaceHealth United General Medical Center,1,0
Mason Health,0,0
Willapa Harbor Hospital,0,0
MultiCare Valley Hospital,15,0
MultiCare Deaconess Hospital,34,0
Providence Holy Family Hospital,9,0
Providence Sacred Heart Medical Center & Children's Hospital,32,0
Providence St. Luke's Rehabilitation Medical Center,24,0
Shriners Hospitals for Children-Spokane,29,0
Mann-Grandstaff Department of Veterans Affairs Medical Center,6,0
Astria Sunnyside Hospital,6,0
MultiCare Tacoma General Hospital,22,1
St. Clare Hospital,8,0
Madigan Army Medical Center,4,0
MultiCare Mary Bridge Children's Hospital and Health Center,25,1
St. Joseph Medical Center WA,9,0
North Valley Hospital,1,0
Astria Toppenish Hospital,0,0
PeaceHealth Southwest Medical Center,14,0
Providence St. Mary Medical Center WA,6,0
Confluence Health/Central Washington Hospital,0,0
State Penitentiary Hospital,0,0
Skyline Hospital,0,0
MultiCare Yakima Memorial Hospital,3,0
St. Francis Hospital WA,15,0
Cascade Medical,4,0
"Arbor Health, Morton Hospital",7,0
Swedish Issaquah,14,0
CHI Franciscan Rehabilitation,8,0
Legacy Emanuel Medical Center,43,0
OHSU Health Hillsboro Medical Center,17,0
Asante Three Rivers Medical Center,10,0
Vibra Specialty Hospital of Portland,16,0
Samaritan Albany General Hospital,0,0
Columbia Memorial Hospital OR,4,0
Asante Ashland Community Hospital,4,0
Kaiser Sunnyside Medical Center,25,0
PeaceHealth Sacred Heart Medical Center at RiverBend,7,0
Saint Alphonsus Medical Center - Baker City,0,0
Southern Coos Hospital and Health Center,5,0
St. Charles Bend,9,0
Harney District Hospital,0,0
Coquille Valley Hospital,0,0
Good Samaritan Regional Medical Center OR,5,0
PeaceHealth Cottage Grove Community Medical Center,4,0
Salem Health West Valley,1,0
Wallowa Memorial Hospital,1,0
PeaceHealth Peace Harbor Medical Center,1,0
Curry General Hospital,2,0
Pioneer Memorial Hospital,2,0
Legacy Mount Hood Medical Center,32,0
Good Shepherd Health Care System,1,0
Providence Hood River Memorial Hospital,8,0
Blue Mountain Hospital District,0,0
Sky Lakes Medical Center,19,0
Grande Ronde Hospital,0,0
Cedar Hills Hospital,26,0
Lake District Hospital,2,0
Samaritan Lebanon Community Hospital,1,0
St. Charles Madras,1,0
Samaritan North Lincoln Hospital,2,0
Willamette Valley Medical Center,3,0
Asante Rogue Regional Medical Center,13,0
Providence Medford Medical Center,12,0
Providence Milwaukie Hospital,2,0
Providence Newberg Medical Center,5,0
Samaritan Pacific Communities Hospital,16,0
Bay Area Hospital,5,0
Saint Alphonsus Medical Center - Ontario,1,0
Providence Willamette Falls Medical Center,6,0
CHI St. Anthony Hospital,0,0
Legacy Good Samaritan Medical Center,52,0
Kaiser Westside Medical Center,27,0
Adventist Health Portland,31,0
Providence Portland Medical Center,47,0
Providence St. Vincent Medical Center,38,0
Shriners Hospitals for Children-Portland,46,0
OHSU Hospital,40,0
Portland HCS,31,0
St. Charles Prineville,4,0
St. Charles Redmond,5,0
Lower Umpqua Hospital District,7,0
Mercy Medical Center OR,10,0
Roseburg VA Medical Center,16,0
Oregon State Hospital,10,0
Salem Hospital OR,21,0
Providence Seaside Hospital,1,0
Legacy Silverton Medical Center,4,0
McKenzie-Willamette Medical Center,9,0
Santiam Hospital,2,0
Adventist Health Columbia Gorge,0,0
Adventist Health Tillamook,2,0
Legacy Meridian Park Medical Center,11,0
Canyon Ridge Hospital,7,0
Adventist Health Lodi Memorial,6,0
Dominican Hospital,4,0
Lakewood Regional Medical Center,11,0
Kaiser Permanente San Francisco Medical Center,85,0
Doctors Medical Center of Modesto,28,0
Fremont Hospital,56,0
Loma Linda University Behavioral Medicine Center,5,0
Kaiser Permanente Santa Rosa Medical Center,23,0
Alameda Hospital,9,0
Alta Bates Summit Medical Center - Summit Campus,93,0
California Pacific Medical Center-Van Ness Campus,98,0
Vibra Hospital of Sacramento,5,0
Mercy San Juan Medical Center,22,1
Menifee Global Medical Center,1,0
Kaiser Permanente Moreno Valley Medical Center,5,0
San Ramon Regional Medical Center,11,0
Keck Hospital of USC,16,0
UCSF Medical Center,41,0
Corona Regional Medical Center,12,0
Encompass Health Rehabilitation Hospital of Tustin,34,0
PIH Health Downey Hospital,10,0
Community Hospital of Huntington Park,15,0
Desert Valley Hospital,7,0
Kaiser Permanente Los Angeles Medical Center,46,0
Kaiser Permanente Fresno Medical Center,35,0
Loma Linda University Medical Center,11,0
San Joaquin Valley Rehabilitation Hospital,31,0
Aurora Behavioral Healthcare San Diego,15,0
Encompass Health Rehabilitation Hospital of Bakersfield,12,0
Kaiser Permanente Manteca Medical Center,8,0
Los Angeles Community Hospital at Los Angeles,38,0
Kindred Hospital-Brea,10,0
VA Palo Alto Heath Care,18,0
Fresno Surgical Hospital,20,0
Kaiser Permanente Oakland Medical Center,94,0
Kaiser Permanente Walnut Creek Medical Center,58,0
Alhambra Hospital Medical Center,19,0
Southern California Hospital at Hollywood,93,0
"Sutter Medical Center, Sacramento",77,0
Kindred Hospital-Los Angeles,32,0
Kaiser Permanente Orange County Anaheim Medical Center,22,0
Good Samaritan Hospital CA,13,0
Sutter Maternity and Surgery Center of Santa Cruz,12,0
Bakersfield Memorial Hospital,15,0
AHMC Anaheim Regional Medical Center,23,0
Sutter Delta Medical Center,8,0
West Anaheim Medical Center,21,0
Anaheim Global Medical Center,24,0
Providence St. Mary Medical Center CA,6,0
Enloe Health,23,0
Kaiser Permanente Baldwin Park Medical Center,20,0
Bakersfield Heart Hospital,14,0
Mad River Community Hospital,11,0
Stanislaus Surgical Hospital,16,0
Mercy Hospital Downtown,24,0
Miller Children's & Women's Hospital Long Beach,29,0
"LA Downtown Medical Center, LLC",53,0
Providence St. Joseph Hospital Eureka,5,0
Stanford Health Care Tri-Valley,21,0
John Muir Behavioral Health Center,19,0
Providence Santa Rosa Memorial Hospital,12,0
Riverside University Health System-Medical Center,7,0
Fresno Heart and Surgical Hospital,13,0
CHOC Children's at Mission Hospital,32,0
Patients' Hospital of Redding,1,0
Select Specialty Hospital - San Diego,90,0
Healthbridge Children's Hospital,25,0
Vibra Hospital of Northern California,1,0
Sharp Mary Birch Hospital for Women and Newborns,37,0
Parkview Community Hospital Medical Center,6,0
Ballard Rehabilitation Hospital,3,0
Kindred Hospital-Baldwin Park,13,0
Kindred Hospital-La Mirada,15,0
Mercy Medical Center Merced,3,0
Community Memorial Hospital CA,11,0
Eden Medical Center,22,0
Kaiser Permanente Antioch Medical Center,5,0
Atascadero State Hospital,2,0
Sutter Auburn Faith Hospital,6,0
Catalina Island Medical Center,3,0
Kern Medical,11,0
Bakersfield Behavioral Healthcare Hospital,14,0
Good Samaritan Hospital,3,0
Loma Linda University Children's Hospital,11,0
Adventist Health Bakersfield,16,0
San Gorgonio Memorial Hospital,5,0
Barstow Community Hospital,5,0
Weed Army Community Hospital,12,0
Kaiser Permanente Downey Medical Center,22,0
Adventist Health and Rideout,9,0
Kindred Hospital Riverside,2,0
Saddleback Medical Center,84,0
Adventist Health Hanford,1,0
Highland Hospital CA,34,0
Alta Bates Summit Medical Center-Alta Bates Campus,46,0
Bear Valley Community Hospital,16,0
Mills-Peninsula Medical Center,21,0
Northern Inyo Hospital,2,0
Palo Verde Hospital,4,0
Pioneers Memorial Healthcare District,2,0
Providence Saint Joseph Medical Center,64,0
College Hospital Cerritos,40,0
Telecare Heritage Psychiatric Health Center,17,0
Foothill Regional Medical Center,12,0
Sutter Surgical Hospital - North Valley,4,0
West Hills Hospital and Medical Center,16,0
Community Hospital of the Monterey Peninsula,8,0
Modoc Medical Center,0,0
Seneca Healthcare District,0,0
Casa Colina Hospital and Centers for Healthcare,11,0
Chino Valley Medical Center,9,0
NorthBay Medical Center,13,0
Sharp Chula Vista Medical Center,15,0
Kindred Hospital Rancho,9,0
Loma Linda University Medical Center-Murrieta,18,0
Kaiser Permanente Fremont Medical Center,43,0
Kaiser Permanente Roseville Medical Center,33,0
Kaiser Permanente Vacaville Medical Center,13,0
Adventist Health Clear Lake,8,0
Cedars-Sinai Medical Center,101,0
"John Muir Health, Concord Medical Center",15,0
Sharp Coronado Hospital,42,0
College Hospital Costa Mesa,21,0
Aurora Charter Oak Hospital,3,0
Sutter Coast Hospital,3,0
Southern California Hospital at Culver City,45,0
Sutter Davis Hospital,9,0
Adventist Health Delano,10,0
City of Hope's Helford Clinical Research Hospital,7,0
Kindred Hospital-San Diego,42,0
El Centro Regional Medical Center,6,0
Sonoma Developmental Center,5,0
Scripps Memorial Hospital-Encinitas,44,0
Encino Hospital Medical Center,40,0
Palomar Medical Center Escondido,5,0
Alvarado Parkway Institute Behavioral Health System,34,0
Kedren Community Health Center,13,0
San Francisco Campus for Jewish Living,69,0
Humboldt County Mental Health,4,0
Santa Barbara County Psychiatric Health Facility,1,0
Joyce Eisenberg-Keefer Medical Center,30,0
Willow Rock Center,23,0
Temecula Valley Hospital,13,0
Hoag Orthopedic Institute,11,0
Central Valley Specialty Hospital,14,0
Emanate Health Inter-Community Hospital,14,0
Southwest Healthcare System,34,0
Santa Cruz County Psychiatric Health Facility,21,0
Totally Kids Rehabilitation Hospital,7,0
Rehabilitation Hospital of Southern California,7,0
DOCS Surgical Hospital,54,0
MLK Community Healthcare,28,0
Kaiser Permanente San Leandro Medical Center,30,0
Encompass Health Rehabilitation Hospital of Modesto,5,0
San Jose Behavorial Health,9,0
Mercy Hospital of Folsom,9,0
David Grant USAF Medical Center,16,0
Kaiser Permanente Fontana Medical Center,10,0
Mayers Memorial Hospital District,0,0
Adventist Health Mendocino Coast,1,0
Santa Rosa Behavioral Healthcare Hospital,5,0
California Rehabilitation Institute,120,0
Providence Redwood Memorial Hospital,0,0
Fountain Valley Regional Hospital and Medical Center,14,0
Orange Coast Medical Center,23,0
Encompass Health Rehabilitation Hospital of Murrieta,1,0
Palomar Health Rehabilitation Institute,1,0
San Joaquin General Hospital,12,0
Community Regional Medical Center,21,0
Saint Agnes Medical Center,22,0
Valley Children's Healthcare,3,0
VA Central California Health Care System,21,0
Jerold Phelps Community Hospital,4,0
Providence St. Jude Medical Center,20,0
Kindred Hospital South Bay,53,0
Memorial Hospital of Gardena,56,0
St. Louise Regional Hospital,10,0
Adventist Health Glendale,51,0
Garden Grove Hospital and Medical Center,20,0
USC Verdugo Hills Hospital,23,0
Community Behavioral Health Center,29,0
Glendale Memorial Hospital and Health Center,0,0
"Sacramento Rehabilitation Hospital, LLC",0,0
Emanate Health Foothill Presbyterian Hospital,0,0
Glendora Hospital,0,0
Bakersfield Rehabilitation Hospital,0,0
Stockton Regional Rehabilitation Hospital,0,0
Sierra Nevada Memorial Hospital,0,0
Orchard Hospital,0,0
Sharp Grossmont Hospital,43,0
Palomar Medical Center Poway,9,0
Kaiser Permanente South Bay Medical Center,33,0
St. Rose Hospital,32,0
Healdsburg Hospital,3,0
Hemet Global Medical Center,6,0
Hazel Hawkins Memorial Hospital,0,0
Rancho Los Amigos National Rehabilitation Center,16,0
Huntington Beach Hospital,26,0
Napa State Hospital,10,0
JFK Memorial Hospital,5,0
Centinela Hospital Medical Center,13,0
Kaiser Permanente West Los Angeles Medical Center,69,0
Sutter Amador Hospital,2,0
George L. Mee Memorial Hospital,2,0
Scripps Memorial Hospital-La Jolla,38,0
Scripps Green Hospital,21,0
Mountains Community Hospital,0,0
Sutter Lakeside Hospital,0,0
Kaiser Permanente San Diego Medical Center,25,0
La Palma Intercommunity Hospital,10,0
Antelope Valley Hospital,12,0
Palmdale Regional Medical Center,5,0
Jerry L. Pettis Memorial Veterans' Hospital,6,0
Lompoc Valley Medical Center,9,0
Southern Inyo Healthcare District,0,0
College Medical Center,17,0
St. Mary Medical Center Long Beach,30,0
Long Beach Medical Center,29,0
East Los Angeles Doctors Hospital,26,0
Tibor Rubin VA Medical Center,20,0
El Camino Health,26,0
Los Alamitos Medical Center,17,0
Barlow Respiratory Hospital,22,0
California Hospital Medical Center,122,0
Children's Hospital Los Angeles,52,0
Gateways Hospital and Mental Health Center,26,0
PIH Health Good Samaritan Hospital,77,0
Los Angeles General Medical Center,39,0
USC Norris Comprehensive Cancer Center and Hospital,25,0
Los Angeles County Central Jail Hospital,69,0
USC Arcadia Hospital,19,0
Stewart & Lynda Resnick Neuropsychiatric Hospital at UCLA,90,0
CHA Hollywood Presbyterian Medical Center,46,0
Ronald Reagan UCLA Medical Center,94,0
Greater Los Angeles HCS,64,0
Adventist Health White Memorial,51,0
Memorial Hospital Los Banos,1,0
St. Francis Medical Center CA,10,0
Mammoth Hospital,15,0
Doctors Hospital of Manteca,16,0
Cedars-Sinai Marina Del Rey Hospital,41,0
John C. Fremont Healthcare District,1,0
Contra Costa Regional Medical Center,6,0
Providence Mission Hospital Mission Viejo,32,0
Memorial Medical Center CA,17,0
Monrovia Memorial Hospital,5,0
Montclair Hospital Medical Center,21,0
Beverly Hospital CA,29,0
Monterey Park Hospital,2,0
Garfield Medical Center,51,0
Mercy Medical Center Mount Shasta,4,0
Providence Queen of the Valley Medical Center,25,0
Paradise Valley Hospital,35,0
Colorado River Medical Center,0,0
Hoag Memorial Hospital Presbyterian,36,0
Washington Hospital Healthcare System,37,0
Northridge Hospital Medical Center,30,0
DSH Metropolitan,4,0
Coast Plaza Hospital,20,0
Novato Community Hospital,26,0
Oak Valley Hospital,7,0
UCSF Benioff Children's Hospital Oakland,54,0
Tri-City Medical Center,26,0
Naval Hospital Camp Pendleton,23,0
Ojai Valley Community Hospital,9,0
Kindred Hospital-Ontario,3,0
Children's Hospital of Orange County,29,0
UCI Health,63,0
Providence St. Joseph Hospital Orange,27,0
Chapman Global Medical Center,30,0
Oroville Hospital,6,0
St. John's Regional Medical Center,18,0
Eisenhower Health,13,0
Desert Regional Medical Center,22,0
Stanford Health Care,51,0
Kindred Hospital Paramount,6,0
Huntington Health,31,0
Las Encinas Hospital,7,0
Surprise Valley Health Care District,0,0
DSH Patton,2,0
Petaluma Valley Hospital,22,0
UCI Health - Placentia Linda,21,0
Marshall Medical Center CA,9,0
Pomona Valley Hospital Medical Center,27,0
Porterville Developmental Center,4,0
Sierra View Medical Center,18,0
Eastern Plumas Health Care,0,0
Plumas District Hospital,0,0
St. Elizabeth Community Hospital,5,0
Mercy Medical Center Redding,18,0
Shasta Regional Medical Center,5,0
Redlands Community Hospital,1,0
Kaiser Permanente Redwood City Medical Center,82,0
Sequoia Hospital,11,0
Adventist Health Reedley,9,0
Riverside Community Hospital,19,0
Ridgecrest Regional Hospital,9,0
Pacific Grove Hospital,14,0
Kaiser Permanente Riverside Medical Center,17,0
BHC Alhambra Hospital,12,0
Sutter Roseville Medical Center,36,0
Kaiser Permanente Sacramento Medical Center,28,0
Mercy General Hospital,24,0
Methodist Hospital of Sacramento,21,0
Kaiser Permanente South Sacramento Medical Center,21,0
