Index,Hospital Name,Nearby Cell Towers
5308,Covenant Health Hobbs Hospital,7
5309,Sierra Vista Hospital NM,0
5310,Memorial Medical Center NM,35
5311,Alta Vista Regional Hospital,7
5312,New Mexico Behavioral Health Institute at Las Vegas,0
5313,Mesilla Valley Hospital,12
5314,Nor-Lea Hospital District,3
5315,Los Alamos Medical Center,4
5316,Mescalero Public Health Service Indian Hospital,3
5317,Miners' Colfax Medical Center,3
5318,CHRISTUS St. Vincent Regional Medical Center,26
5319,Lovelace UNM Rehabilitation Hospital,159
5320,Haven Behavioral Senior Care of Albuquerque,52
5321,PHS Santa Fe Indian Hospital,35
5322,ClearSky Rehabilitation Hospital of Rio Rancho,27
5323,Northern Navajo Medical Center NM,7
5324,Central Desert Behavioral Health Hospital,88
5325,Guadalupe County Hospital,0
5326,Gila Regional Medical Center,3
5327,Three Crosses Regional Hospital,43
5328,Socorro General Hospital,3
5329,Holy Cross Hospital NM,4
5330,Dr. Dan C. Trigg Memorial Hospital,8
5331,U. S. Public Health Service Indian Hospital NM 1,1
5332,Acoma-Canoncito-Laguna Hospital,3
5333,Lovelace Women's Hospital,108
5334,Turquoise Lodge Hospital,62
5335,Lincoln County Medical Center,23
5336,Presbyterian Santa Fe Medical Center,18
5337,Encompass Health Rehabilitation Hospital of Scottsdale,25
5338,Sierra Tucson,1
5339,Select Specialty Hospital-Phoenix,68
5340,Encompass Health Valley of the Sun Rehabilitation Hospital,32
5341,Benson Hospital,6
5342,Banner Thunderbird Medical Center,59
5343,Banner Desert Medical Center,106
5344,Encompass Health Rehabilitation Institute of Tucson,29
5345,Select Specialty Hospital - Tucson,31
5346,Mayo Clinic Hospital in Arizona,32
5347,TMC Health,71
5348,Flagstaff Medical Center,27
5349,Arizona Spine and Joint Hospital,33
5350,Banner Casa Grande Medical Center,22
5351,Banner Heart Hospital,38
5352,Abrazo West Campus,59
5353,Chandler Regional Medical Center,58
5354,The CORE Institute Specialty Hospital,58
5355,"Yuma Rehabilitation Hospital, an affiliation of Encompass Health and Yuma Regional Medical Center",21
5356,Encompass Health Rehabilitation Hospital of Northwest Tucson,35
5357,KPC Promise Hospital of Phoenix,67
5358,Oro Valley Hospital,11
5359,Banner Estrella Medical Center,54
5360,Arizona Orthopedic Surgical Hospital,65
5361,Verde Valley Medical Center,7
5362,Banner Gateway Medical Center,83
5363,Western Arizona Regional Medical Center,4
5364,Valley View Medical Center,13
5365,Mountain Vista Medical Center,63
5366,Select Specialty Hospital-Phoenix Downtown,156
5367,Mercy Gilbert Medical Center,55
5368,Mountain Valley Regional Rehabilitation Hospital,8
5369,HonorHealth Scottsdale Thompson Peak Medical Center,32
5370,Banner Ironwood Medical Center,24
5371,Tsehootsooi Medical Center,2
5372,Navajo Health Foundation - Sage Memorial Hospital,5
5373,Hopi Health Care Center,0
5374,Kingman Regional Medical Center,45
5375,Havasu Regional Medical Center,19
5376,Cobre Valley Regional Medical Center,4
5377,Banner Baywood Medical Center,39
5378,Carondelet Holy Cross Hospital,6
5379,La Paz Regional Hospital,3
5380,Phoenix Children's,138
5381,Page Hospital,18
5382,U. S. Public Health Service Indian Hospital AZ,2
5383,Banner Payson Medical Center,12
5384,Arizona State Hospital,69
5385,Abrazo Central Campus,112
5386,Aurora Behavioral Health System West,59
5387,Chinle Comprehensive Health Care Facility,14
5388,St. Luke's Behavioral Health Center,113
5389,Banner - University Medical Center Phoenix,128
5390,HonorHealth John C. Lincoln Medical Center,84
5391,Valleywise Health,123
5392,U. S. Public Health Service Phoenix Indian Medical Center,111
5393,Sonora Behavioral Health Hospital,32
5394,City of Hope Phoenix,40
5395,Banner Goldfield Medical Center,10
5396,Valley Hospital Phoenix,83
5397,St. Joseph's Hospital and Medical Center,122
5398,Abrazo Arrowhead Campus,25
5399,Carl T. Hayden Veterans' Administration Medical Center,112
5400,Abrazo Scottsdale Campus,45
5401,Dignity Health Yavapai Regional Medical Center,35
5402,HonorHealth Deer Valley Medical Center,151
5403,Huhukam Memorial Hospital,1
5404,Banner Behavioral Health Hospital - Scottsdale,70
5405,Mt. Graham Regional Medical Center,2
5406,U. S. Public Health Service Indian Hospital-Sells,2
5407,San Carlos Apache Healthcare Corporation,0
5408,Summit Healthcare Regional Medical Center,10
5409,White Mountain Regional Medical Center,2
5410,HonorHealth Scottsdale Osborn Medical Center,127
5411,Banner Boswell Medical Center,61
5412,Canyon Vista Medical Center,4
5413,Encompass Health Rehabilitation Hospital of East Valley,16
5414,Tempe St. Luke's Hospital,76
5415,HonorHealth Scottsdale Shea Medical Center,105
5416,"CHG Hospital Tucson, LLC",64
5417,Tuba City Regional Health Care Corporation,7
5418,Banner Del E. Webb Medical Center,20
5419,Haven Behavioral Hospital of Phoenix,66
5420,Palo Verde Behavioral Health,30
5421,Banner - University Medical Center South,49
5422,Carondelet St. Joseph's Hospital,49
5423,Dignity Health East Valley Rehabilitation Hospital,47
5424,Rehabilitation Hospital of Northern Arizona,6
5425,Dignity Health Arizona General Hospital,44
5426,Avenir Behavioral Health Center,38
5427,Banner Ocotillo Medical Center,15
5428,Oasis Behavioral Health - Chandler,43
5429,Carondelet St. Mary's Hospital,55
5430,Banner Rehabilitation Hospital Phoenix,172
5431,Copper Springs Hospital,77
5432,Quail Run Behavioral Health,75
5433,Cornerstone Behavioral Health El Dorado,0
5434,Banner - University Medical Center Tucson,104
5435,Tucson VA Medical Center,81
5436,HonorHealth Sonoran Crossing Medical Center,0
5437,Reunion Rehabilitation Hospital Peoria,0
5438,Exceptional Community Hospital Maricopa,0
5439,Bob Stump Department of Veterans Affairs Medical Center,11
5440,U. S. Public Health Service Indian Hospital-Whiteriver,1
5441,Wickenburg Community Hospital,5
5442,Northern Cochise Community Hospital,6
5443,Little Colorado Medical Center,1
5444,PAM Health Specialty Hospital of Surprise,16
5445,Yuma Regional Medical Center,14
5446,Copper Queen Community Hospital,3
5447,Northwest Medical Center AZ,34
5448,Oasis Hospital,127
5449,Guidance Center,42
5450,Polara Health,29
5451,CCC at PineView Hospital,2
5452,Aurora Behavioral Health System East,32
5453,HonorHealth Rehabilitation Hospital,42
5454,PAM Health Rehabilitation Hospital of Surprise,16
5455,Phoenix Medical Psychiatric Hospital,114
5456,"Dignity Health Arizona General Hospital Mesa, LLC",15
5457,Medical Behavioral Hospital of Northern Arizona,20
5458,Northwest Medical Center Sahuarita,0
5459,Dignity Health East Valley Rehabilitation Hospital - Gilbert,0
5460,Reunion Rehabilitation Hospital Phoenix,0
5461,Exceptional Community Hospital Yuma,0
5462,Timpanogos Regional Hospital,37
5463,Cache Valley Hospital,6
5464,The Orthopedic Specialty Hospital,52
5465,American Fork Hospital,13
5466,KPC Promise Hospital of Salt Lake,41
5467,South Davis Community Hospital,27
5468,Utah Valley Specialty Hospital,4
5469,Beaver Valley Hospital,0
5470,Lakeview Hospital UT,17
5471,Brigham City Community Hospital,9
5472,Cedar City Hospital,14
5473,Delta Community Medical Center,0
5474,Fillmore Community Hospital,1
5475,Holy Cross Hospital - Jordan Valley West,47
5476,Heber Valley Hospital,3
5477,Holy Cross Hospital - Davis,102
5478,Logan Regional Hospital,23
5479,Riverton Hospital,40
5480,Milford Valley Memorial Hospital,0
5481,Moab Regional Hospital,15
5482,San Juan Health Service District,0
5483,Sanpete Valley Hospital,2
5484,Intermountain Medical Center,104
5485,Central Valley Medical Center,2
5486,Ogden Regional Medical Center,32
5487,McKay-Dee Hospital,70
5488,Park City Hospital,8
5489,Mountain View Hospital UT,8
5490,Castleview Hospital,6
5491,Utah State Hospital,19
5492,Utah Valley Hospital,85
5493,Sevier Valley Hospital,4
5494,Uintah Basin Medical Center,1
5495,St. George Regional Hospital,20
5496,LDS Hospital,47
5497,Holy Cross Hospital - Salt Lake,67
5498,Primary Children's Hospital,70
5499,St. Mark's Hospital,51
5500,Holy Cross Hospital - Jordan Valley,50
5501,Shriners Hospitals for Children-Salt Lake City,5
5502,University of Utah Health,61
5503,George E. Wahlen Department of Veterans Affairs Medical Center,46
5504,Highland Ridge Hospital,57
5505,Mountain West Medical Center,5
5506,Bear River Valley Hospital,1
5507,Ashley Regional Medical Center,21
5508,Lone Peak Hospital,118
5509,Provo Canyon Behavioral Hospital,25
5510,Layton Hospital,47
5511,Northern Utah Rehabilitation Hospital,35
5512,Orem Community Hospital,20
5513,Intermountain Spanish Fork Hospital,2
5514,Alta View Hospital,39
5515,Encompass Health Rehabilitation Hospital of Utah,34
5516,Gunnison Valley Hospital,3
5517,Kane County Hospital,2
5518,Garfield Memorial Hospital,8
5519,Blue Mountain Hospital,7
5520,Salt Lake Behavioral Health,50
5521,Marian Center,43
5522,Encompass Health Rehabilitation Hospital of Las Vegas,78
5523,Renown Rehabilitation Hospital,65
5524,Kindred Hospital Las Vegas-Sahara,79
5525,Grover C. Dils Medical Center,1
5526,PAM Specialty Hospital of Reno,2
5527,Summerlin Hospital Medical Center,44
5528,MountainView Hospital,124
5529,St. Rose Dominican Hospitals - Siena Campus,77
5530,Boulder City Hospital,17
5531,Carson Tahoe Continuing Care Hospital,14
5532,Southern Hills Hospital and Medical Center,47
5533,Spring Valley Hospital Medical Center,82
5534,Horizon Specialty Hospital,235
5535,Encompass Health Rehabilitation Hospital of Henderson,106
5536,AMG Specialty Hospital - Las Vegas,52
5537,Harmon Medical and Rehabilitation Hospital,102
5538,PAM Specialty Hospital of Las Vegas,64
5539,Desert Willow Treatment Center,85
5540,Southern Nevada Adult Mental Health Services,87
5541,Carson Tahoe Health,15
5542,Spring Mountain Treatment Center,94
5543,Carson Valley Medical Center,14
5544,Mesa View Regional Hospital,1
5545,Renown South Meadows Medical Center,55
5546,St. Rose Dominican Hospitals - San Martin Campus,32
5547,Desert View Hospital,4
5548,Encompass Health Rehabilitation Hospital of Desert Canyon,58
5549,Centennial Hills Hospital Medical Center,67
5550,Northeastern Nevada Regional Hospital,3
5551,Spring Mountain Sahara,69
5552,William Bee Ririe Hospital,4
5553,Banner Churchill Community Hospital,3
5554,Mount Grant General Hospital,1
5555,St. Rose Dominican Hospitals - Rose de Lima Campus,79
5556,Mike O'Callaghan Federal Hospital,35
5557,Sunrise Hospital and Medical Center,168
5558,University Medical Center NV,158
5559,Pershing General Hospital,4
5560,Valley Hospital Medical Center,133
5561,Desert Springs Hospital Medical Center,113
5562,North Las Vegas VA Medical Center,51
5563,Northern Nevada Adult Mental Health Services,122
5564,Saint Mary's Regional Medical Center NV,261
5565,Ioannis A. Lougaris Veterans' Administration Medical Center,63
5566,Northern Nevada Medical Center,2
5567,Renown Regional Medical Center,68
5568,Willow Springs Center,25
5569,Humboldt General Hospital,9
5570,South Lyon Medical Center,8
5571,Incline Village Community Hospital,22
5572,Seven Hills Hospital,69
5573,Dignity Health Rehabilitation Hospital,76
5574,Henderson Hospital,82
5575,Orthopedic Specialty Hospital of Nevada,48
5576,PAM Rehabilitation Hospital of Centennial Hills,6
5577,Desert Winds Hospital,114
5578,Dignity St. Rose ‐ Craig Ranch,0
5579,Battle Mountain General Hospital,2
5580,North Vista Hospital,100
5581,Desert Parkway Behavioral Healthcare Hospital,207
5582,Reno Behavioral Healthcare Hospital,0
5583,PeaceHealth St. Joseph Medical Center,32
5584,St. Anne Hospital,38
5585,Providence Regional Medical Center Everett,37
5586,Harbor Regional Health,82
5587,Providence Swedish First Hill,514
5588,VA Puget Sound Healthcare System - Seattle,82
5589,Navos,96
5590,Fred Hutchinson Cancer Center,406
5591,Confluence Health/Wenatchee Valley Hospital,46
5592,Legacy Salmon Creek Medical Center,55
5593,St. Anthony Hospital WA,19
5594,Island Health,20
5595,Cascade Valley Hospital,2
5596,MultiCare Auburn Medical Center,104
5597,Overlake Medical Center and Clinics,263
5598,St. Michael Medical Center,31
5599,Naval Hospital Bremerton,34
5600,Three Rivers Hospital,0
5601,Providence Centralia Hospital,2
5602,Lake Chelan Health,6
5603,Providence St. Joseph's Hospital,3
5604,Tri-State Memorial Hospital,15
5605,Whitman Hospital and Medical Center,1
5606,Providence Mount Carmel Hospital,5
5607,WhidbeyHealth,10
5608,Lincoln Hospital,1
5609,Columbia County Health System,0
5610,Kittitas Valley Healthcare,5
5611,St. Elizabeth Hospital WA,12
5612,Columbia Basin Hospital,0
5613,Coulee Medical Center,2
5614,Forks Community Hospital,2
5615,Western State Hospital WA,22
5616,Klickitat Valley Health,8
5617,Ocean Beach Hospital and Medical Clinics,12
5618,Trios Health,37
5619,Fairfax Behavioral Health,60
5620,EvergreenHealth,108
5621,PeaceHealth St. John Medical Center,14
5622,Summit Pacific Medical Center,13
5623,Kindred Hospital Seattle-First Hill,817
5624,Eastern State Hospital WA,12
5625,EvergreenHealth Monroe,35
5626,PeaceHealth Peace Island Medical Center,2
5627,Samaritan Healthcare,14
5628,Inland Northwest Behavioral Health,203
5629,Wellfound Behavioral Health Hospital,77
5630,Multicare Covington Medical Center,56
5631,Skagit Valley Hospital,12
5632,Rainier Springs Hospital,40
5633,Smokey Point Behavioral Hospital,11
5634,Newport Hospital and Health Services,1
5635,Odessa Memorial Healthcare Center,2
5636,Providence St. Peter Hospital,41
5637,Mid-Valley Hospital and Clinics,2
5638,Othello Community Hospital,2
5639,Lourdes Health,17
5640,Multicare Capital Medical Center,46
5641,Garfield County Public Hospital District,3
5642,Olympic Medical Center,14
5643,Jefferson Healthcare,17
5644,Prosser Memorial Health,4
5645,Pullman Regional Hospital,18
5646,MultiCare Good Samaritan Hospital,165
5647,Quincy Valley Medical Center,6
5648,Lourdes Counseling Center,48
5649,UW Medicine/Valley Medical Center,175
5650,Ferry County Memorial Hospital,2
5651,Kadlec Regional Medical Center,44
5652,East Adams Rural Healthcare,6
5653,Seattle Children's Hospital,61
5654,UW Medicine/Harborview Medical Center,562
5655,Snoqualmie Valley Hospital District,34
5656,Providence Swedish Cherry Hill,184
5657,UW Medicine/University of Washington Medical Center,242
5658,Virginia Mason Medical Center,947
5659,Providence Swedish Edmonds,41
5660,PeaceHealth United General Medical Center,5
5661,Mason Health,2
5662,Willapa Harbor Hospital,1
5663,MultiCare Valley Hospital,39
5664,MultiCare Deaconess Hospital,188
5665,Providence Holy Family Hospital,83
5666,Providence Sacred Heart Medical Center & Children's Hospital,167
5667,Providence St. Luke's Rehabilitation Medical Center,134
5668,Shriners Hospitals for Children-Spokane,160
5669,Mann-Grandstaff Department of Veterans Affairs Medical Center,10
5670,Astria Sunnyside Hospital,12
5671,MultiCare Tacoma General Hospital,108
5672,St. Clare Hospital,56
5673,Madigan Army Medical Center,17
5674,MultiCare Mary Bridge Children's Hospital and Health Center,111
5675,St. Joseph Medical Center WA,66
5676,North Valley Hospital,2
5677,Astria Toppenish Hospital,4
5678,PeaceHealth Southwest Medical Center,90
5679,Providence St. Mary Medical Center WA,51
5680,Confluence Health/Central Washington Hospital,16
5681,State Penitentiary Hospital,1
5682,Skyline Hospital,0
5683,MultiCare Yakima Memorial Hospital,22
5684,St. Francis Hospital WA,61
5685,Cascade Medical,22
5686,"Arbor Health, Morton Hospital",29
5687,Swedish Issaquah,81
5688,CHI Franciscan Rehabilitation,59
5689,Legacy Emanuel Medical Center,153
5690,OHSU Health Hillsboro Medical Center,79
5691,Asante Three Rivers Medical Center,33
5692,Vibra Specialty Hospital of Portland,87
5693,Samaritan Albany General Hospital,6
