Hospital Name,Verizon
Reunion Rehabilitation Hospital Phoenix,0
Exceptional Community Hospital Yuma,0
Timpanogos Regional Hospital,4
Cache Valley Hospital,1
The Orthopedic Specialty Hospital,0
American Fork Hospital,1
KPC Promise Hospital of Salt Lake,2
South Davis Community Hospital,6
Utah Valley Specialty Hospital,0
Beaver Valley Hospital,0
Lakeview Hospital UT,4
Brigham City Community Hospital,0
Cedar City Hospital,2
Delta Community Medical Center,0
Fillmore Community Hospital,0
Holy Cross Hospital - Jordan Valley West,1
Heber Valley Hospital,1
Holy Cross Hospital - Davis,13
Logan Regional Hospital,7
Riverton Hospital,2
Milford Valley Memorial Hospital,0
Moab Regional Hospital,4
San Juan Health Service District,0
Sanpete Valley Hospital,0
Intermountain Medical Center,13
Central Valley Medical Center,0
Ogden Regional Medical Center,2
McKay-Dee Hospital,3
Park City Hospital,0
Mountain View Hospital UT,1
Castleview Hospital,2
Utah State Hospital,0
Utah Valley Hospital,10
Sevier Valley Hospital,1
Uintah Basin Medical Center,0
St. George Regional Hospital,5
LDS Hospital,1
Holy Cross Hospital - Salt Lake,2
Primary Children's Hospital,13
St. Mark's Hospital,5
Holy Cross Hospital - Jordan Valley,9
Shriners Hospitals for Children-Salt Lake City,0
University of Utah Health,14
George E. Wahlen Department of Veterans Affairs Medical Center,8
Highland Ridge Hospital,8
Mountain West Medical Center,1
Bear River Valley Hospital,0
Ashley Regional Medical Center,1
Lone Peak Hospital,24
Provo Canyon Behavioral Hospital,1
Layton Hospital,8
Northern Utah Rehabilitation Hospital,0
Orem Community Hospital,1
Intermountain Spanish Fork Hospital,0
Alta View Hospital,6
Encompass Health Rehabilitation Hospital of Utah,0
Gunnison Valley Hospital,3
Kane County Hospital,0
Garfield Memorial Hospital,1
Blue Mountain Hospital,2
Salt Lake Behavioral Health,6
Marian Center,5
Encompass Health Rehabilitation Hospital of Las Vegas,1
Renown Rehabilitation Hospital,11
Kindred Hospital Las Vegas-Sahara,12
Grover C. Dils Medical Center,1
PAM Specialty Hospital of Reno,0
Summerlin Hospital Medical Center,1
MountainView Hospital,8
St. Rose Dominican Hospitals - Siena Campus,6
Boulder City Hospital,2
Carson Tahoe Continuing Care Hospital,2
Southern Hills Hospital and Medical Center,1
Spring Valley Hospital Medical Center,3
Horizon Specialty Hospital,30
Encompass Health Rehabilitation Hospital of Henderson,23
AMG Specialty Hospital - Las Vegas,2
Harmon Medical and Rehabilitation Hospital,4
PAM Specialty Hospital of Las Vegas,7
Desert Willow Treatment Center,3
Southern Nevada Adult Mental Health Services,3
Carson Tahoe Health,9
Spring Mountain Treatment Center,1
Carson Valley Medical Center,0
Mesa View Regional Hospital,1
Renown South Meadows Medical Center,7
St. Rose Dominican Hospitals - San Martin Campus,5
Desert View Hospital,0
Encompass Health Rehabilitation Hospital of Desert Canyon,5
Centennial Hills Hospital Medical Center,4
Northeastern Nevada Regional Hospital,0
Spring Mountain Sahara,3
William Bee Ririe Hospital,2
Banner Churchill Community Hospital,0
Mount Grant General Hospital,0
St. Rose Dominican Hospitals - Rose de Lima Campus,12
Mike O'Callaghan Federal Hospital,6
Sunrise Hospital and Medical Center,16
University Medical Center NV,22
Pershing General Hospital,1
Valley Hospital Medical Center,20
Desert Springs Hospital Medical Center,4
North Las Vegas VA Medical Center,5
Northern Nevada Adult Mental Health Services,20
Saint Mary's Regional Medical Center NV,40
Ioannis A. Lougaris Veterans' Administration Medical Center,11
Northern Nevada Medical Center,0
Renown Regional Medical Center,10
Willow Springs Center,2
Humboldt General Hospital,5
South Lyon Medical Center,5
Incline Village Community Hospital,12
Seven Hills Hospital,15
Dignity Health Rehabilitation Hospital,10
Henderson Hospital,7
Orthopedic Specialty Hospital of Nevada,9
PAM Rehabilitation Hospital of Centennial Hills,3
Desert Winds Hospital,8
Dignity St. Rose ‐ Craig Ranch,0
Battle Mountain General Hospital,1
North Vista Hospital,4
Desert Parkway Behavioral Healthcare Hospital,16
Reno Behavioral Healthcare Hospital,0
PeaceHealth St. Joseph Medical Center,10
St. Anne Hospital,2
Providence Regional Medical Center Everett,8
Harbor Regional Health,11
Providence Swedish First Hill,59
VA Puget Sound Healthcare System - Seattle,12
Navos,7
Fred Hutchinson Cancer Center,42
Confluence Health/Wenatchee Valley Hospital,3
Legacy Salmon Creek Medical Center,6
St. Anthony Hospital WA,4
Island Health,5
Cascade Valley Hospital,2
MultiCare Auburn Medical Center,16
Overlake Medical Center and Clinics,25
St. Michael Medical Center,7
Naval Hospital Bremerton,13
Three Rivers Hospital,0
Providence Centralia Hospital,0
Lake Chelan Health,4
Providence St. Joseph's Hospital,2
Tri-State Memorial Hospital,2
Whitman Hospital and Medical Center,1
Providence Mount Carmel Hospital,0
WhidbeyHealth,1
Lincoln Hospital,0
Columbia County Health System,0
Kittitas Valley Healthcare,1
St. Elizabeth Hospital WA,1
Columbia Basin Hospital,0
Coulee Medical Center,0
Forks Community Hospital,1
Western State Hospital WA,3
Klickitat Valley Health,0
Ocean Beach Hospital and Medical Clinics,0
Trios Health,0
Fairfax Behavioral Health,1
EvergreenHealth,16
PeaceHealth St. John Medical Center,1
Summit Pacific Medical Center,3
Kindred Hospital Seattle-First Hill,92
Eastern State Hospital WA,0
EvergreenHealth Monroe,7
PeaceHealth Peace Island Medical Center,0
Samaritan Healthcare,0
Inland Northwest Behavioral Health,69
Wellfound Behavioral Health Hospital,13
Multicare Covington Medical Center,6
Skagit Valley Hospital,2
Rainier Springs Hospital,6
Smokey Point Behavioral Hospital,1
Newport Hospital and Health Services,0
Odessa Memorial Healthcare Center,0
Providence St. Peter Hospital,3
Mid-Valley Hospital and Clinics,0
Othello Community Hospital,0
Lourdes Health,1
Multicare Capital Medical Center,9
Garfield County Public Hospital District,0
Olympic Medical Center,4
Jefferson Healthcare,6
Prosser Memorial Health,1
Pullman Regional Hospital,5
MultiCare Good Samaritan Hospital,46
Quincy Valley Medical Center,0
Lourdes Counseling Center,2
UW Medicine/Valley Medical Center,10
Ferry County Memorial Hospital,0
Kadlec Regional Medical Center,3
East Adams Rural Healthcare,0
Seattle Children's Hospital,6
UW Medicine/Harborview Medical Center,69
Snoqualmie Valley Hospital District,2
Providence Swedish Cherry Hill,10
UW Medicine/University of Washington Medical Center,75
Virginia Mason Medical Center,92
Providence Swedish Edmonds,5
PeaceHealth United General Medical Center,1
Mason Health,0
Willapa Harbor Hospital,0
MultiCare Valley Hospital,7
MultiCare Deaconess Hospital,85
Providence Holy Family Hospital,27
Providence Sacred Heart Medical Center & Children's Hospital,65
Providence St. Luke's Rehabilitation Medical Center,42
Shriners Hospitals for Children-Spokane,69
Mann-Grandstaff Department of Veterans Affairs Medical Center,1
Astria Sunnyside Hospital,0
MultiCare Tacoma General Hospital,6
St. Clare Hospital,10
Madigan Army Medical Center,6
MultiCare Mary Bridge Children's Hospital and Health Center,7
St. Joseph Medical Center WA,11
North Valley Hospital,1
Astria Toppenish Hospital,0
PeaceHealth Southwest Medical Center,5
Providence St. Mary Medical Center WA,1
Confluence Health/Central Washington Hospital,11
State Penitentiary Hospital,0
Skyline Hospital,0
MultiCare Yakima Memorial Hospital,0
St. Francis Hospital WA,4
Cascade Medical,5
"Arbor Health, Morton Hospital",0
Swedish Issaquah,14
CHI Franciscan Rehabilitation,1
Legacy Emanuel Medical Center,29
OHSU Health Hillsboro Medical Center,8
Asante Three Rivers Medical Center,4
Vibra Specialty Hospital of Portland,5
Samaritan Albany General Hospital,1
Columbia Memorial Hospital OR,2
Asante Ashland Community Hospital,3
Kaiser Sunnyside Medical Center,10
PeaceHealth Sacred Heart Medical Center at RiverBend,4
Saint Alphonsus Medical Center - Baker City,1
Southern Coos Hospital and Health Center,1
St. Charles Bend,6
Harney District Hospital,1
Coquille Valley Hospital,0
Good Samaritan Regional Medical Center OR,2
PeaceHealth Cottage Grove Community Medical Center,3
Salem Health West Valley,1
Wallowa Memorial Hospital,1
PeaceHealth Peace Harbor Medical Center,0
Curry General Hospital,0
Pioneer Memorial Hospital,0
Legacy Mount Hood Medical Center,9
Good Shepherd Health Care System,0
Providence Hood River Memorial Hospital,0
Blue Mountain Hospital District,1
Sky Lakes Medical Center,4
Grande Ronde Hospital,1
Cedar Hills Hospital,11
Lake District Hospital,0
Samaritan Lebanon Community Hospital,0
St. Charles Madras,1
Samaritan North Lincoln Hospital,0
Willamette Valley Medical Center,4
Asante Rogue Regional Medical Center,4
Providence Medford Medical Center,8
Providence Milwaukie Hospital,5
Providence Newberg Medical Center,3
Samaritan Pacific Communities Hospital,9
Bay Area Hospital,4
Saint Alphonsus Medical Center - Ontario,5
Providence Willamette Falls Medical Center,4
CHI St. Anthony Hospital,0
Legacy Good Samaritan Medical Center,46
Kaiser Westside Medical Center,11
Adventist Health Portland,8
Providence Portland Medical Center,27
Providence St. Vincent Medical Center,6
Shriners Hospitals for Children-Portland,10
OHSU Hospital,6
Portland HCS,7
St. Charles Prineville,0
St. Charles Redmond,1
Lower Umpqua Hospital District,0
Mercy Medical Center OR,4
Roseburg VA Medical Center,10
Oregon State Hospital,4
Salem Hospital OR,17
Providence Seaside Hospital,0
Legacy Silverton Medical Center,4
McKenzie-Willamette Medical Center,0
Santiam Hospital,1
Adventist Health Columbia Gorge,0
Adventist Health Tillamook,0
Legacy Meridian Park Medical Center,6
Canyon Ridge Hospital,6
Adventist Health Lodi Memorial,1
Dominican Hospital,7
Lakewood Regional Medical Center,3
Kaiser Permanente San Francisco Medical Center,29
Doctors Medical Center of Modesto,7
Fremont Hospital,4
Loma Linda University Behavioral Medicine Center,7
Kaiser Permanente Santa Rosa Medical Center,25
Alameda Hospital,7
Alta Bates Summit Medical Center - Summit Campus,42
California Pacific Medical Center-Van Ness Campus,65
Vibra Hospital of Sacramento,1
Mercy San Juan Medical Center,6
Menifee Global Medical Center,1
Kaiser Permanente Moreno Valley Medical Center,2
San Ramon Regional Medical Center,1
Keck Hospital of USC,6
UCSF Medical Center,6
Corona Regional Medical Center,5
Encompass Health Rehabilitation Hospital of Tustin,23
PIH Health Downey Hospital,9
Community Hospital of Huntington Park,15
Desert Valley Hospital,8
Kaiser Permanente Los Angeles Medical Center,12
Kaiser Permanente Fresno Medical Center,2
Loma Linda University Medical Center,12
San Joaquin Valley Rehabilitation Hospital,5
Aurora Behavioral Healthcare San Diego,7
Encompass Health Rehabilitation Hospital of Bakersfield,7
Kaiser Permanente Manteca Medical Center,1
Los Angeles Community Hospital at Los Angeles,9
Kindred Hospital-Brea,3
VA Palo Alto Heath Care,6
Fresno Surgical Hospital,4
Kaiser Permanente Oakland Medical Center,32
Kaiser Permanente Walnut Creek Medical Center,15
Alhambra Hospital Medical Center,3
Southern California Hospital at Hollywood,45
"Sutter Medical Center, Sacramento",28
Kindred Hospital-Los Angeles,8
Kaiser Permanente Orange County Anaheim Medical Center,15
Good Samaritan Hospital CA,1
Sutter Maternity and Surgery Center of Santa Cruz,4
Bakersfield Memorial Hospital,2
AHMC Anaheim Regional Medical Center,8
Sutter Delta Medical Center,2
West Anaheim Medical Center,9
Anaheim Global Medical Center,13
Providence St. Mary Medical Center CA,6
Enloe Health,11
Kaiser Permanente Baldwin Park Medical Center,21
Bakersfield Heart Hospital,12
Mad River Community Hospital,4
Stanislaus Surgical Hospital,8
Mercy Hospital Downtown,5
Miller Children's & Women's Hospital Long Beach,12
"LA Downtown Medical Center, LLC",37
Providence St. Joseph Hospital Eureka,9
Stanford Health Care Tri-Valley,4
John Muir Behavioral Health Center,10
Providence Santa Rosa Memorial Hospital,7
Riverside University Health System-Medical Center,1
Fresno Heart and Surgical Hospital,4
CHOC Children's at Mission Hospital,10
Patients' Hospital of Redding,3
Select Specialty Hospital - San Diego,36
Healthbridge Children's Hospital,15
Vibra Hospital of Northern California,3
Sharp Mary Birch Hospital for Women and Newborns,20
Parkview Community Hospital Medical Center,4
Ballard Rehabilitation Hospital,2
Kindred Hospital-Baldwin Park,10
Kindred Hospital-La Mirada,4
Mercy Medical Center Merced,1
Community Memorial Hospital CA,8
Eden Medical Center,5
Kaiser Permanente Antioch Medical Center,1
Atascadero State Hospital,1
Sutter Auburn Faith Hospital,7
Catalina Island Medical Center,0
Kern Medical,3
Bakersfield Behavioral Healthcare Hospital,4
Good Samaritan Hospital,4
Loma Linda University Children's Hospital,12
Adventist Health Bakersfield,9
San Gorgonio Memorial Hospital,6
Barstow Community Hospital,0
Weed Army Community Hospital,5
Kaiser Permanente Downey Medical Center,8
Adventist Health and Rideout,4
Kindred Hospital Riverside,1
Saddleback Medical Center,30
Adventist Health Hanford,0
Highland Hospital CA,9
Alta Bates Summit Medical Center-Alta Bates Campus,20
Bear Valley Community Hospital,5
Mills-Peninsula Medical Center,2
Northern Inyo Hospital,0
Palo Verde Hospital,0
Pioneers Memorial Healthcare District,3
Providence Saint Joseph Medical Center,9
College Hospital Cerritos,16
Telecare Heritage Psychiatric Health Center,1
Foothill Regional Medical Center,11
Sutter Surgical Hospital - North Valley,4
West Hills Hospital and Medical Center,7
Community Hospital of the Monterey Peninsula,11
Modoc Medical Center,1
Seneca Healthcare District,0
Casa Colina Hospital and Centers for Healthcare,3
Chino Valley Medical Center,10
NorthBay Medical Center,4
Sharp Chula Vista Medical Center,5
Kindred Hospital Rancho,13
Loma Linda University Medical Center-Murrieta,3
Kaiser Permanente Fremont Medical Center,6
Kaiser Permanente Roseville Medical Center,19
Kaiser Permanente Vacaville Medical Center,2
Adventist Health Clear Lake,3
Cedars-Sinai Medical Center,48
"John Muir Health, Concord Medical Center",5
Sharp Coronado Hospital,25
College Hospital Costa Mesa,10
Aurora Charter Oak Hospital,7
Sutter Coast Hospital,1
Southern California Hospital at Culver City,22
Sutter Davis Hospital,1
Adventist Health Delano,0
City of Hope's Helford Clinical Research Hospital,4
Kindred Hospital-San Diego,29
El Centro Regional Medical Center,3
Sonoma Developmental Center,0
Scripps Memorial Hospital-Encinitas,23
Encino Hospital Medical Center,9
Palomar Medical Center Escondido,0
Alvarado Parkway Institute Behavioral Health System,13
Kedren Community Health Center,3
San Francisco Campus for Jewish Living,8
Humboldt County Mental Health,9
Santa Barbara County Psychiatric Health Facility,1
Joyce Eisenberg-Keefer Medical Center,4
Willow Rock Center,7
Temecula Valley Hospital,12
Hoag Orthopedic Institute,9
Central Valley Specialty Hospital,0
Emanate Health Inter-Community Hospital,9
Southwest Healthcare System,9
Santa Cruz County Psychiatric Health Facility,7
Totally Kids Rehabilitation Hospital,6
Rehabilitation Hospital of Southern California,3
DOCS Surgical Hospital,20
MLK Community Healthcare,6
Kaiser Permanente San Leandro Medical Center,14
Encompass Health Rehabilitation Hospital of Modesto,0
San Jose Behavorial Health,7
Mercy Hospital of Folsom,3
David Grant USAF Medical Center,0
Kaiser Permanente Fontana Medical Center,9
Mayers Memorial Hospital District,0
Adventist Health Mendocino Coast,5
Santa Rosa Behavioral Healthcare Hospital,0
California Rehabilitation Institute,23
Providence Redwood Memorial Hospital,0
Fountain Valley Regional Hospital and Medical Center,10
Orange Coast Medical Center,4
Encompass Health Rehabilitation Hospital of Murrieta,0
Palomar Health Rehabilitation Institute,1
San Joaquin General Hospital,4
Community Regional Medical Center,7
Saint Agnes Medical Center,5
Valley Children's Healthcare,2
VA Central California Health Care System,4
Jerold Phelps Community Hospital,2
Providence St. Jude Medical Center,3
Kindred Hospital South Bay,6
Memorial Hospital of Gardena,3
St. Louise Regional Hospital,5
Adventist Health Glendale,10
Garden Grove Hospital and Medical Center,11
USC Verdugo Hills Hospital,5
