,Hospital Name,Nearby Cell Towers
5485,Central Valley Medical Center,0,0,2
5486,Ogden Regional Medical Center,0,0,0
5487,McKay-Dee Hospital,0,0,0
5488,Park City Hospital,0,0,3
5489,Mountain View Hospital,0,0,0
5490,Castleview Hospital,0,0,3
5491,Utah State Hospital,0,0,0
5492,Utah Valley Hospital,0,0,2
5493,Sevier Valley Hospital,0,0,2
5494,Uintah Basin Medical Center,0,0,0
5495,St. George Regional Hospital,0,0,15
5496,LDS Hospital,0,0,8
5497,Holy Cross Hospital - Salt Lake,0,0,9
5498,Primary Children's Hospital,0,0,3
5499,St. Mark's Hospital,0,0,0
5500,Holy Cross Hospital - Jordan Valley,0,0,6
5501,Shriners Hospitals for Children-Salt Lake City,0,0,0
5502,University of Utah Health,0,0,3
5503,George E. Wahlen Department of Veterans Affairs Medical Center,0,0,14
5504,Highland Ridge Hospital,0,0,15
5505,Mountain West Medical Center,0,0,0
5506,Bear River Valley Hospital,0,0,1
5507,Ashley Regional Medical Center,0,0,3
5508,Lone Peak Hospital,0,0,20
5509,Provo Canyon Behavioral Hospital,0,0,4
5510,Layton Hospital,0,0,27
5511,Northern Utah Rehabilitation Hospital,0,0,0
5512,Orem Community Hospital,0,0,1
5513,Intermountain Spanish Fork Hospital,0,0,0
5514,Alta View Hospital,0,0,4
5515,Encompass Health Rehabilitation Hospital of Utah,0,0,6
5516,Gunnison Valley Hospital,0,0,2
5517,Kane County Hospital,0,0,1
5518,Garfield Memorial Hospital,0,0,3
5519,Blue Mountain Hospital,0,0,0
5520,Salt Lake Behavioral Health,0,0,0
5521,Marian Center,0,0,3
5522,Encompass Health Rehabilitation Hospital of Las Vegas,0,0,12
5523,Renown Rehabilitation Hospital,0,0,51
5524,Kindred Hospital Las Vegas-Sahara,0,0,1
5525,Grover C. Dils Medical Center,0,0,0
5526,PAM Specialty Hospital of Reno,0,0,0
5527,Summerlin Hospital Medical Center,0,0,0
5528,MountainView Hospital,0,0,6
5529,St. Rose Dominican Hospitals - Siena Campus,0,0,2
5530,Boulder City Hospital,0,0,0
5531,Carson Tahoe Continuing Care Hospital,0,0,2
5532,Southern Hills Hospital and Medical Center,0,0,14
5533,Spring Valley Hospital Medical Center,0,0,7
5534,Horizon Specialty Hospital,0,1,36
5535,Encompass Health Rehabilitation Hospital of Henderson,0,0,4
5536,AMG Specialty Hospital - Las Vegas,0,0,3
5537,Harmon Medical and Rehabilitation Hospital,0,0,7
5538,PAM Specialty Hospital of Las Vegas,0,0,3
5539,Desert Willow Treatment Center,0,0,3
5540,Southern Nevada Adult Mental Health Services,0,0,4
5541,Carson Tahoe Health,0,0,1
5542,Spring Mountain Treatment Center,0,0,8
5543,Carson Valley Medical Center,0,0,5
5544,Mesa View Regional Hospital,0,0,0
5545,Renown South Meadows Medical Center,0,1,20
5546,St. Rose Dominican Hospitals - San Martin Campus,0,0,3
5547,Desert View Hospital,0,0,0
5548,Encompass Health Rehabilitation Hospital of Desert Canyon,0,0,15
5549,Centennial Hills Hospital Medical Center,0,0,6
5550,Northeastern Nevada Regional Hospital,0,0,0
5551,Spring Mountain Sahara,0,0,14
5552,William Bee Ririe Hospital,0,0,2
5553,Banner Churchill Community Hospital,0,0,1
5554,Mount Grant General Hospital,0,0,0
5555,St. Rose Dominican Hospitals - Rose de Lima Campus,0,0,1
5556,Mike O'Callaghan Federal Hospital,0,0,3
5557,Sunrise Hospital and Medical Center,0,1,7
5558,University Medical Center,0,0,33
5559,Pershing General Hospital,0,0,2
5560,Valley Hospital Medical Center,0,0,27
5561,Desert Springs Hospital Medical Center,0,0,5
5562,North Las Vegas VA Medical Center,0,0,6
5563,Northern Nevada Adult Mental Health Services,0,0,58
5564,Saint Mary's Regional Medical Center,0,1,138
5565,Ioannis A. Lougaris Veterans' Administration Medical Center,0,0,19
5566,Northern Nevada Medical Center,0,0,0
5567,Renown Regional Medical Center,0,0,39
5568,Willow Springs Center,0,0,7
5569,Humboldt General Hospital,0,0,9
5570,South Lyon Medical Center,0,0,0
5571,Incline Village Community Hospital,0,0,1
5572,Seven Hills Hospital,0,0,4
5573,Dignity Health Rehabilitation Hospital,0,0,5
5574,Henderson Hospital,0,0,13
5575,Orthopedic Specialty Hospital of Nevada,0,0,9
5576,PAM Rehabilitation Hospital of Centennial Hills,0,0,2
5577,Desert Winds Hospital,0,0,13
5578,Dignity St. Rose ‐ Craig Ranch,0,0,0
5579,Battle Mountain General Hospital,0,0,0
5580,North Vista Hospital,0,0,6
5581,Desert Parkway Behavioral Healthcare Hospital,0,0,10
5582,Reno Behavioral Healthcare Hospital,0,0,0
5583,PeaceHealth St. Joseph Medical Center,0,0,7
5584,St. Anne Hospital,0,0,1
5585,Providence Regional Medical Center Everett,0,0,9
5586,Harbor Regional Health,0,1,10
5587,Providence Swedish First Hill,0,0,72
5588,VA Puget Sound Healthcare System - Seattle,1,9,25
5589,Navos,0,0,0
5590,Fred Hutchinson Cancer Center,0,0,78
5591,Confluence Health/Wenatchee Valley Hospital,0,0,0
5592,Legacy Salmon Creek Medical Center,0,0,9
5593,St. Anthony Hospital,0,0,7
5594,Island Health,0,0,0
5595,Cascade Valley Hospital,0,0,0
5596,MultiCare Auburn Medical Center,0,0,25
5597,Overlake Medical Center and Clinics,0,1,8
5598,St. Michael Medical Center,0,0,7
5599,Naval Hospital Bremerton,0,0,18
5600,Three Rivers Hospital,0,0,0
5601,Providence Centralia Hospital,0,0,5
5602,Lake Chelan Health,0,0,0
5603,Providence St. Joseph's Hospital,0,0,0
5604,Tri-State Memorial Hospital,0,0,0
5605,Whitman Hospital and Medical Center,0,0,0
5606,Providence Mount Carmel Hospital,0,0,1
5607,WhidbeyHealth,0,0,0
5608,Lincoln Hospital,0,0,0
5609,Columbia County Health System,0,0,0
5610,Kittitas Valley Healthcare,0,0,3
5611,St. Elizabeth Hospital,0,0,0
5612,Columbia Basin Hospital,0,0,0
5613,Coulee Medical Center,0,0,0
5614,Forks Community Hospital,0,0,0
5615,Western State Hospital,0,0,2
5616,Klickitat Valley Health,0,0,0
5617,Ocean Beach Hospital and Medical Clinics,0,0,0
5618,Trios Health,0,1,26
5619,Fairfax Behavioral Health,0,0,0
5620,EvergreenHealth,0,0,9
5621,PeaceHealth St. John Medical Center,0,0,0
5622,Summit Pacific Medical Center,0,0,5
5623,Kindred Hospital Seattle-First Hill,0,3,105
5624,Eastern State Hospital,0,0,0
5625,EvergreenHealth Monroe,0,0,4
5626,PeaceHealth Peace Island Medical Center,0,0,0
5627,Samaritan Healthcare,0,0,0
5628,Inland Northwest Behavioral Health,0,0,35
5629,Wellfound Behavioral Health Hospital,0,0,12
5630,Multicare Covington Medical Center,0,1,20
5631,Skagit Valley Hospital,0,0,0
5632,Rainier Springs Hospital,0,0,5
5633,Smokey Point Behavioral Hospital,0,0,3
5634,Newport Hospital and Health Services,0,0,2
5635,Odessa Memorial Healthcare Center,0,0,0
5636,Providence St. Peter Hospital,0,0,3
5637,Mid-Valley Hospital and Clinics,0,0,0
5638,Othello Community Hospital,0,0,0
5639,Lourdes Health,0,0,9
5640,Multicare Capital Medical Center,0,0,8
5641,Garfield County Public Hospital District,0,0,0
5642,Olympic Medical Center,0,0,0
5643,Jefferson Healthcare,0,0,0
5644,Prosser Memorial Health,0,0,1
5645,Pullman Regional Hospital,0,0,0
5646,MultiCare Good Samaritan Hospital,0,0,25
5647,Quincy Valley Medical Center,0,0,0
5648,Lourdes Counseling Center,0,0,8
5649,UW Medicine/Valley Medical Center,0,2,25
5650,Ferry County Memorial Hospital,0,0,0
5651,Kadlec Regional Medical Center,0,4,4
5652,East Adams Rural Healthcare,0,0,2
5653,Seattle Children's Hospital,0,0,0
5654,UW Medicine/Harborview Medical Center,0,0,73
5655,Snoqualmie Valley Hospital District,0,0,8
5656,Providence Swedish Cherry Hill,0,0,4
5657,UW Medicine/University of Washington Medical Center,0,0,71
5658,Virginia Mason Medical Center,0,3,115
5659,Providence Swedish Edmonds,0,0,0
5660,PeaceHealth United General Medical Center,0,0,0
5661,Mason Health,0,0,3
5662,Willapa Harbor Hospital,0,0,0
5663,MultiCare Valley Hospital,0,0,5
5664,MultiCare Deaconess Hospital,0,0,32
5665,Providence Holy Family Hospital,0,0,11
5666,Providence Sacred Heart Medical Center & Children's Hospital,0,0,26
5667,Providence St. Luke's Rehabilitation Medical Center,0,0,27
5668,Shriners Hospitals for Children-Spokane,0,0,26
5669,Mann-Grandstaff Department of Veterans Affairs Medical Center,0,0,0
5670,Astria Sunnyside Hospital,0,0,2
5671,MultiCare Tacoma General Hospital,0,2,16
5672,St. Clare Hospital,0,0,15
5673,Madigan Army Medical Center,0,0,0
5674,MultiCare Mary Bridge Children's Hospital and Health Center,0,2,18
5675,St. Joseph Medical Center,0,0,14
5676,North Valley Hospital,0,0,0
5677,Astria Toppenish Hospital,0,0,0
5678,PeaceHealth Southwest Medical Center,0,0,16
5679,Providence St. Mary Medical Center,0,0,1
5680,Confluence Health/Central Washington Hospital,0,0,0
5681,State Penitentiary Hospital,0,0,1
5682,Skyline Hospital,0,0,0
5683,MultiCare Yakima Memorial Hospital,0,0,6
5684,St. Francis Hospital,0,0,1
5685,Cascade Medical,0,0,0
5686,"Arbor Health, Morton Hospital",0,0,0
5687,Swedish Issaquah,0,0,23
5688,CHI Franciscan Rehabilitation,0,0,9
5689,Legacy Emanuel Medical Center,0,0,50
5690,OHSU Health Hillsboro Medical Center,0,0,0
5691,Asante Three Rivers Medical Center,0,0,3
5692,Vibra Specialty Hospital of Portland,0,0,19
5693,Samaritan Albany General Hospital,0,0,0
5694,Columbia Memorial Hospital,0,0,8
5695,Asante Ashland Community Hospital,0,0,6
5696,Kaiser Sunnyside Medical Center,0,0,7
5697,PeaceHealth Sacred Heart Medical Center at RiverBend,0,0,1
5698,Saint Alphonsus Medical Center - Baker City,0,0,0
5699,Southern Coos Hospital and Health Center,0,0,4
5700,St. Charles Bend,0,0,1
5701,Harney District Hospital,0,0,2
5702,Coquille Valley Hospital,0,0,0
5703,Good Samaritan Regional Medical Center,0,0,0
5704,PeaceHealth Cottage Grove Community Medical Center,0,0,6
5705,Salem Health West Valley,0,0,0
5706,Wallowa Memorial Hospital,0,0,0
5707,PeaceHealth Peace Harbor Medical Center,0,0,0
5708,Curry General Hospital,0,0,1
5709,Pioneer Memorial Hospital,0,0,0
5710,Legacy Mount Hood Medical Center,0,0,2
5711,Good Shepherd Health Care System,0,0,1
5712,Providence Hood River Memorial Hospital,0,0,1
5713,Blue Mountain Hospital District,0,0,5
5714,Sky Lakes Medical Center,0,0,1
5715,Grande Ronde Hospital,0,0,0
5716,Cedar Hills Hospital,0,0,22
5717,Lake District Hospital,0,0,0
5718,Samaritan Lebanon Community Hospital,0,0,0
5719,St. Charles Madras,0,0,1
5720,Samaritan North Lincoln Hospital,0,0,1
5721,Willamette Valley Medical Center,0,0,0
5722,Asante Rogue Regional Medical Center,0,0,6
5723,Providence Medford Medical Center,0,0,27
5724,Providence Milwaukie Hospital,0,0,6
5725,Providence Newberg Medical Center,0,0,1
5726,Samaritan Pacific Communities Hospital,0,0,5
5727,Bay Area Hospital,0,0,0
5728,Saint Alphonsus Medical Center - Ontario,0,1,6
5729,Providence Willamette Falls Medical Center,0,0,2
5730,CHI St. Anthony Hospital,0,0,0
5731,Legacy Good Samaritan Medical Center,0,0,35
5732,Kaiser Westside Medical Center,0,0,7
5733,Adventist Health Portland,0,0,22
5734,Providence Portland Medical Center,0,0,38
5735,Providence St. Vincent Medical Center,0,0,17
5736,Shriners Hospitals for Children-Portland,0,0,33
5737,OHSU Hospital,0,0,12
5738,Portland HCS,0,0,26
5739,St. Charles Prineville,0,0,1
5740,St. Charles Redmond,0,0,1
5741,Lower Umpqua Hospital District,0,0,2
5742,Mercy Medical Center,0,0,6
5743,Roseburg VA Medical Center,0,0,3
5744,Oregon State Hospital,0,0,4
5745,Salem Hospital,0,0,7
5746,Providence Seaside Hospital,0,0,1
5747,Legacy Silverton Medical Center,0,0,1
5748,McKenzie-Willamette Medical Center,0,0,0
5749,Santiam Hospital,0,0,2
5750,Adventist Health Columbia Gorge,0,0,0
5751,Adventist Health Tillamook,0,0,0
5752,Legacy Meridian Park Medical Center,0,0,6
5753,Canyon Ridge Hospital,0,0,25
5754,Adventist Health Lodi Memorial,0,0,4
5755,Dominican Hospital,0,0,5
5756,Lakewood Regional Medical Center,0,0,1
5757,Kaiser Permanente San Francisco Medical Center,0,1,50
5758,Doctors Medical Center of Modesto,0,0,0
5759,Fremont Hospital,0,0,10
5760,Loma Linda University Behavioral Medicine Center,0,0,5
5761,Kaiser Permanente Santa Rosa Medical Center,0,0,37
5762,Alameda Hospital,0,0,22
5763,Alta Bates Summit Medical Center - Summit Campus,0,0,135
5764,California Pacific Medical Center-Van Ness Campus,0,0,158
5765,Vibra Hospital of Sacramento,0,0,0
5766,Mercy San Juan Medical Center,0,0,16
5767,Menifee Global Medical Center,0,0,0
5768,Kaiser Permanente Moreno Valley Medical Center,0,0,0
5769,San Ramon Regional Medical Center,0,0,0
5770,Keck Hospital of USC,0,0,21
5771,UCSF Medical Center,0,0,5
5772,Corona Regional Medical Center,0,0,12
5773,Encompass Health Rehabilitation Hospital of Tustin,0,1,41
5774,PIH Health Downey Hospital,0,0,22
5775,Community Hospital of Huntington Park,0,0,0
5776,Desert Valley Hospital,0,0,1
5777,Kaiser Permanente Los Angeles Medical Center,0,3,20
5778,Kaiser Permanente Fresno Medical Center,0,1,20
5779,Loma Linda University Medical Center,0,3,11
5780,San Joaquin Valley Rehabilitation Hospital,0,0,0
5781,Aurora Behavioral Healthcare San Diego,0,0,11
5782,Encompass Health Rehabilitation Hospital of Bakersfield,0,0,20
5783,Kaiser Permanente Manteca Medical Center,0,0,0
5784,Los Angeles Community Hospital at Los Angeles,0,1,29
5785,Kindred Hospital-Brea,0,1,9
5786,VA Palo Alto Heath Care,0,0,0
5787,Fresno Surgical Hospital,0,0,2
5788,Kaiser Permanente Oakland Medical Center,0,0,100
5789,Kaiser Permanente Walnut Creek Medical Center,0,0,42
5790,Alhambra Hospital Medical Center,0,0,12
5791,Southern California Hospital at Hollywood,0,0,15
5792,"Sutter Medical Center, Sacramento",0,1,46
5793,Kindred Hospital-Los Angeles,0,0,8
5794,Kaiser Permanente Orange County Anaheim Medical Center,0,0,28
5795,Good Samaritan Hospital,0,0,23
5796,Sutter Maternity and Surgery Center of Santa Cruz,0,0,8
5797,Bakersfield Memorial Hospital,0,0,18
5798,AHMC Anaheim Regional Medical Center,0,1,21
5799,Sutter Delta Medical Center,0,0,0
5800,West Anaheim Medical Center,0,0,5
5801,Anaheim Global Medical Center,0,1,50
5802,Providence St. Mary Medical Center,0,3,2
5803,Enloe Health,0,0,7
5804,Kaiser Permanente Baldwin Park Medical Center,0,0,42
5805,Bakersfield Heart Hospital,0,1,33
5806,Mad River Community Hospital,0,0,3
5807,Stanislaus Surgical Hospital,0,0,0
5808,Mercy Hospital Downtown,0,0,33
5809,Miller Children's & Women's Hospital Long Beach,0,0,22
5810,"LA Downtown Medical Center, LLC",0,1,33
5811,Providence St. Joseph Hospital Eureka,0,0,0
5812,Stanford Health Care Tri-Valley,0,0,7
5813,John Muir Behavioral Health Center,0,0,26
5814,Providence Santa Rosa Memorial Hospital,0,0,4
5815,Riverside University Health System-Medical Center,0,0,2
5816,Fresno Heart and Surgical Hospital,0,0,3
5817,CHOC Children's at Mission Hospital,0,0,11
5818,Patients' Hospital of Redding,0,0,1
5819,Select Specialty Hospital - San Diego,0,3,29
5820,Healthbridge Children's Hospital,0,0,25
5821,Vibra Hospital of Northern California,0,0,2
5822,Sharp Mary Birch Hospital for Women and Newborns,0,0,26
5823,Parkview Community Hospital Medical Center,0,0,1
5824,Ballard Rehabilitation Hospital,0,0,9
5825,Kindred Hospital-Baldwin Park,0,0,33
5826,Kindred Hospital-La Mirada,0,0,12
5827,Mercy Medical Center Merced,0,0,0
5828,Community Memorial Hospital,0,0,1
5829,Eden Medical Center,0,0,15
5830,Kaiser Permanente Antioch Medical Center,0,0,0
5831,Atascadero State Hospital,0,0,0
5832,Sutter Auburn Faith Hospital,0,0,0
5833,Catalina Island Medical Center,0,0,125
5834,Kern Medical,0,0,14
5835,Bakersfield Behavioral Healthcare Hospital,0,0,8
5836,Good Samaritan Hospital,0,0,6
5837,Loma Linda University Children's Hospital,0,3,11
5838,Adventist Health Bakersfield,0,0,36
5839,San Gorgonio Memorial Hospital,0,0,6
5840,Barstow Community Hospital,0,0,12
5841,Weed Army Community Hospital,0,0,0
5842,Kaiser Permanente Downey Medical Center,0,0,22
5843,Adventist Health and Rideout,0,0,9
5844,Kindred Hospital Riverside,0,0,0
5845,Saddleback Medical Center,2,12,68
5846,Adventist Health Hanford,0,0,0
5847,Highland Hospital,0,0,17
5848,Alta Bates Summit Medical Center-Alta Bates Campus,0,1,87
5849,Bear Valley Community Hospital,0,0,0
5850,Mills-Peninsula Medical Center,0,0,25
5851,Northern Inyo Hospital,0,0,0
5852,Palo Verde Hospital,0,0,1
5853,Pioneers Memorial Healthcare District,0,0,0
5854,Providence Saint Joseph Medical Center,0,0,33
5855,College Hospital Cerritos,0,0,39
5856,Telecare Heritage Psychiatric Health Center,0,0,19
5857,Foothill Regional Medical Center,0,0,32
5858,Sutter Surgical Hospital - North Valley,0,0,0
5859,West Hills Hospital and Medical Center,0,0,10
5860,Community Hospital of the Monterey Peninsula,0,1,13
5861,Modoc Medical Center,0,0,0
5862,Seneca Healthcare District,0,0,3
5863,Casa Colina Hospital and Centers for Healthcare,0,0,2
5864,Chino Valley Medical Center,0,2,49
5865,NorthBay Medical Center,0,0,26
5866,Sharp Chula Vista Medical Center,0,0,0
5867,Kindred Hospital Rancho,0,0,8
5868,Loma Linda University Medical Center-Murrieta,0,0,5
5869,Kaiser Permanente Fremont Medical Center,0,0,5
5870,Kaiser Permanente Roseville Medical Center,0,0,0
5871,Kaiser Permanente Vacaville Medical Center,0,0,25
5872,Adventist Health Clear Lake,0,0,2
5873,Cedars-Sinai Medical Center,0,0,17
5874,"John Muir Health, Concord Medical Center",0,0,30
5875,Sharp Coronado Hospital,0,0,26
5876,College Hospital Costa Mesa,0,0,20
5877,Aurora Charter Oak Hospital,0,0,2
5878,Sutter Coast Hospital,0,0,3
5879,Southern California Hospital at Culver City,0,0,22
5880,Sutter Davis Hospital,0,0,9
5881,Adventist Health Delano,0,0,1
5882,City of Hope's Helford Clinical Research Hospital,0,0,44
5883,Kindred Hospital-San Diego,0,0,12
5884,El Centro Regional Medical Center,0,0,2
5885,Sonoma Developmental Center,0,0,0
5886,Scripps Memorial Hospital-Encinitas,0,0,10
5887,Encino Hospital Medical Center,0,0,24
5888,Palomar Medical Center Escondido,0,0,0
5889,Alvarado Parkway Institute Behavioral Health System,0,0,15
5890,Kedren Community Health Center,0,0,9
5891,San Francisco Campus for Jewish Living,0,0,19
5892,Humboldt County Mental Health,0,0,0
5893,Santa Barbara County Psychiatric Health Facility,0,0,1
5894,Joyce Eisenberg-Keefer Medical Center,0,0,14
5895,Willow Rock Center,0,1,33
5896,Temecula Valley Hospital,0,0,20
5897,Hoag Orthopedic Institute,0,0,8
5898,Central Valley Specialty Hospital,0,0,0
5899,Emanate Health Inter-Community Hospital,0,0,6
5900,Southwest Healthcare System,0,0,27
5901,Santa Cruz County Psychiatric Health Facility,0,0,7
5902,Totally Kids Rehabilitation Hospital,0,0,9
5903,Rehabilitation Hospital of Southern California,0,0,1
5904,DOCS Surgical Hospital,0,0,57
5905,MLK Community Healthcare,0,0,33
5906,Kaiser Permanente San Leandro Medical Center,0,0,42
5907,Encompass Health Rehabilitation Hospital of Modesto,0,0,0
5908,San Jose Behavorial Health,0,1,28
5909,Mercy Hospital of Folsom,0,0,0
5910,David Grant USAF Medical Center,0,0,5
5911,Kaiser Permanente Fontana Medical Center,0,0,17
5912,Mayers Memorial Hospital District,0,0,0
5913,Adventist Health Mendocino Coast,0,0,8
5914,Santa Rosa Behavioral Healthcare Hospital,0,0,0
5915,California Rehabilitation Institute,0,1,48
5916,Providence Redwood Memorial Hospital,0,0,0
5917,Fountain Valley Regional Hospital and Medical Center,0,0,14
5918,Orange Coast Medical Center,0,1,54
5919,Encompass Health Rehabilitation Hospital of Murrieta,0,0,0
5920,Palomar Health Rehabilitation Institute,0,0,0
5921,San Joaquin General Hospital,0,0,6
5922,Community Regional Medical Center,0,0,5
5923,Saint Agnes Medical Center,0,0,1
5924,Valley Children's Healthcare,0,0,4
5925,VA Central California Health Care System,0,0,0
5926,Jerold Phelps Community Hospital,0,0,6
5927,Providence St. Jude Medical Center,0,1,7
5928,Kindred Hospital South Bay,0,0,1
5929,Memorial Hospital of Gardena,0,0,12
5930,St. Louise Regional Hospital,0,0,20
5931,Adventist Health Glendale,0,0,28
5932,Garden Grove Hospital and Medical Center,0,0,28
5933,USC Verdugo Hills Hospital,0,0,18
5934,Community Behavioral Health Center,0,0,0
